age,income,engagement_score,visits_per_month,time_on_site,interaction_rate,location,device_type,membership,target
29.0,86808.0,,,0.5,,Suburban,Mobile,Free,no
29.0,20000.0,,,0.5,,Suburban,Mobile,Silver,yes
18.0,38212.0,,,8.3,,Urban,Desktop,Silver,yes
42.0,91786.0,,,7.1,,Suburban,Mobile,Silver,no
23.0,84148.0,,,0.5,,Rural,Mobile,Free,no
29.0,103155.0,,,3.2,,Suburban,Mobile,Silver,no
29.0,123962.0,,,6.9,,Rural,Desktop,Gold,no
22.0,90237.0,,,0.5,,Rural,Mobile,Platinum,no
22.0,20000.0,,,0.5,,Suburban,Mobile,Free,yes
23.0,20000.0,,,0.5,,Suburban,Mobile,Free,no
20.0,100282.0,,,6.43,,Urban,Mobile,Free,no
29.0,42363.0,,,2.71,,Suburban,Mobile,Platinum,no
27.0,97857.0,,,1.09,,Urban,Mobile,Free,no
30.0,20000.0,,,3.04,,Suburban,Mobile,Free,yes
62.0,113565.0,,,16.81,,Rural,Tablet,Free,yes
18.0,79111.0,,,0.5,,Rural,Desktop,Free,no
19.0,20000.0,,,0.5,,Suburban,Tablet,Silver,no
48.0,20000.0,,,0.5,,Suburban,Mobile,Silver,no
40.0,25784.0,,,4.67,,Urban,Mobile,Silver,yes
18.0,20000.0,,,0.88,,Suburban,Mobile,Free,yes
24.0,38227.0,,,2.48,,Urban,Desktop,Free,no
56.0,114847.0,,,15.43,,Suburban,Mobile,Free,yes
25.0,97035.0,,,3.36,,Suburban,Mobile,Free,no
18.0,105665.0,,,1.5,,Urban,Mobile,Free,no
18.0,20000.0,,,5.03,,Suburban,Desktop,Silver,no
18.0,54291.0,,,15.18,,Urban,Mobile,Free,no
54.0,102692.0,,,28.67,,Suburban,Desktop,Free,yes
22.0,110732.0,,,5.82,,Urban,Tablet,Silver,no
28.0,20000.0,,,0.5,,Urban,Mobile,Free,no
30.0,115593.0,,,6.27,,Urban,Mobile,Free,no
34.0,85111.0,,,2.55,,Rural,Desktop,Free,no
18.0,20000.0,,,0.5,,Suburban,Mobile,Free,no
18.0,20000.0,,,0.5,,Suburban,Desktop,Silver,yes
25.0,73800.0,,,8.54,,Urban,Mobile,Silver,no
33.0,113767.0,,,8.43,,Rural,Desktop,Silver,no
25.0,28688.0,,,6.73,,Urban,Mobile,Free,yes
21.0,49429.0,,,0.5,,Suburban,Tablet,Free,yes
33.0,20000.0,,,0.5,,Urban,Desktop,Free,no
35.0,20000.0,,,0.5,,Suburban,Mobile,Silver,no
27.0,20000.0,,,0.5,,Urban,Desktop,Gold,no
22.0,29258.0,,,7.02,,Suburban,Mobile,Platinum,no
28.0,47528.0,,,8.88,,Urban,Desktop,Free,no
19.0,121440.0,,,10.35,,Urban,Desktop,Silver,no
30.0,142902.0,,,20.21,,Suburban,Desktop,Silver,yes
21.0,58341.0,,,5.14,,Urban,Desktop,Free,yes
37.0,97895.0,,,5.0,,Suburban,Desktop,Silver,no
34.0,130925.0,,,22.63,,Urban,Tablet,Free,yes
24.0,101700.0,,,5.8,,Suburban,Desktop,Free,no
18.0,95136.0,,,4.83,,Suburban,Tablet,Gold,no
18.0,89193.0,,,0.5,,Urban,Tablet,Free,no
18.0,20000.0,,,5.78,,Rural,Mobile,Free,no
44.0,97851.0,,,5.78,,Rural,Mobile,Free,no
24.0,20000.0,,,0.5,,Rural,Mobile,Silver,yes
21.0,20000.0,,,0.5,,Urban,Mobile,Free,no
29.0,27859.0,,,7.99,,Urban,Mobile,Silver,yes
63.0,119524.0,,,16.37,,Suburban,Desktop,Free,yes
70.0,85236.0,,,28.05,,Urban,Mobile,Free,yes
18.0,88140.0,,,0.5,,Urban,Desktop,Free,no
29.0,122236.0,,,6.44,,Urban,Desktop,Free,no
40.0,31226.0,,,1.29,,Urban,Desktop,Silver,no
18.0,20000.0,,,2.47,,Rural,Mobile,Gold,no
18.0,20000.0,,,0.5,,Rural,Mobile,Free,no
27.0,27789.0,,,0.6,,Urban,Desktop,Silver,no
44.0,25953.0,,,0.5,,Suburban,Desktop,Silver,no
20.0,142741.0,,,13.22,,Urban,Desktop,Free,no
18.0,84162.0,,,0.5,,Rural,Mobile,Silver,no
55.0,123289.0,,,33.68,,Rural,Tablet,Silver,yes
30.0,20000.0,,,4.28,,Suburban,Tablet,Free,yes
48.0,125844.0,,,28.79,,Urban,Mobile,Gold,yes
36.0,66372.0,,,0.5,,Urban,Mobile,Gold,no
32.0,117070.0,,,15.87,,Urban,Mobile,Free,no
34.0,71110.0,,,0.5,,Urban,Mobile,Free,no
32.0,28822.0,,,3.39,,Suburban,Mobile,Silver,no
18.0,20000.0,,,5.63,,Urban,Desktop,Gold,yes
18.0,41637.0,,,5.81,,Urban,Desktop,Free,no
43.0,80783.0,,,3.83,,Urban,Desktop,Free,no
26.0,48366.0,,,8.89,,Suburban,Mobile,Silver,no
44.0,20000.0,,,0.5,,Urban,Desktop,Free,no
18.0,73599.0,,,0.5,,Suburban,Tablet,Silver,yes
18.0,20000.0,,,6.56,,Urban,Mobile,Free,yes
54.0,98798.0,,,14.97,,Rural,Mobile,Silver,yes
18.0,101478.0,,,4.1,,Urban,Desktop,Free,no
52.0,144183.0,,,14.97,,Suburban,Desktop,Gold,yes
36.0,101829.0,,,4.31,,Urban,Mobile,Free,no
18.0,25467.0,,,6.29,,Urban,Desktop,Gold,no
27.0,141796.0,,,11.78,,Rural,Tablet,Silver,no
18.0,20000.0,,,7.43,,Urban,Mobile,Free,no
31.0,102242.0,,,5.03,,Suburban,Mobile,Silver,no
27.0,71905.0,,,12.46,,Suburban,Desktop,Free,no
18.0,87042.0,,,0.5,,Urban,Mobile,Free,no
43.0,47027.0,,,3.77,,Urban,Mobile,Free,yes
30.0,20000.0,,,0.5,,Suburban,Mobile,Gold,no
29.0,79428.0,,,3.67,,Rural,Desktop,Silver,no
19.0,70257.0,,,0.5,,Suburban,Desktop,Silver,no
28.0,20000.0,,,0.5,,Urban,Mobile,Silver,yes
52.0,80296.0,,,24.03,,Suburban,Mobile,Gold,yes
18.0,107041.0,,,0.5,,Rural,Mobile,Silver,no
19.0,112606.0,,,2.75,,Urban,Desktop,Free,no
36.0,45208.0,,,3.39,,Rural,Desktop,Free,yes
24.0,78693.0,,,0.5,,Rural,Mobile,Free,no
18.0,20000.0,,,0.5,,Suburban,Mobile,Gold,yes
31.0,43831.0,,,8.2,,Urban,Desktop,Free,no
34.0,124071.0,,,5.33,,Suburban,Tablet,Platinum,no
37.0,89146.0,,,5.49,,Suburban,Mobile,Gold,no
67.0,88695.0,,,27.66,,Urban,Desktop,Free,yes
45.0,94361.0,,,5.23,,Suburban,Mobile,Free,no
39.0,36954.0,,,4.09,,Suburban,Mobile,Free,yes
20.0,105427.0,,,4.33,,Urban,Desktop,Gold,no
38.0,104184.0,,,6.69,,Suburban,Desktop,Free,no
55.0,20000.0,,,0.5,,Urban,Mobile,Silver,no
53.0,63146.0,,,2.69,,Rural,Mobile,Free,yes
18.0,44981.0,,,9.11,,Urban,Desktop,Gold,no
30.0,78114.0,,,0.5,,Suburban,Mobile,Free,no
18.0,68707.0,,,0.5,,Rural,Desktop,Silver,no
26.0,57319.0,,,11.55,,Urban,Desktop,Free,no
49.0,117233.0,,,16.5,,Urban,Mobile,Silver,yes
29.0,20838.0,,,4.4,,Suburban,Mobile,Gold,no
43.0,20000.0,,,0.5,,Urban,Mobile,Free,no
39.0,78501.0,,,13.82,,Suburban,Tablet,Gold,yes
35.0,63124.0,,,7.98,,Suburban,Desktop,Free,no
25.0,24972.0,,,3.33,,Suburban,Mobile,Gold,no
18.0,93913.0,,,0.87,,Suburban,Desktop,Free,no
24.0,20000.0,,,0.5,,Suburban,Mobile,Free,yes
18.0,58807.0,,,7.87,,Suburban,Mobile,Gold,no
28.0,20000.0,,,10.53,,Suburban,Desktop,Silver,yes
18.0,20000.0,,,4.57,,Urban,Mobile,Free,no
32.0,67868.0,,,0.5,,Suburban,Mobile,Free,no
18.0,44860.0,,,8.69,,Urban,Mobile,Free,no
70.0,57051.0,,,16.46,,Urban,Tablet,Silver,yes
18.0,25846.0,,,5.11,,Suburban,Desktop,Free,no
24.0,71721.0,,,0.5,,Suburban,Mobile,Free,no
49.0,109077.0,,,5.08,,Suburban,Desktop,Platinum,yes
18.0,38306.0,,,8.47,,Urban,Mobile,Silver,no
39.0,120651.0,,,15.79,,Suburban,Mobile,Silver,yes
57.0,81124.0,,,20.3,,Rural,Mobile,Free,yes
24.0,32264.0,,,3.41,,Suburban,Desktop,Silver,no
29.0,46665.0,,,5.59,,Suburban,Tablet,Silver,no
25.0,33657.0,,,0.5,,Rural,Mobile,Silver,yes
63.0,47056.0,,,4.11,,Rural,Mobile,Silver,yes
18.0,97565.0,,,0.73,,Urban,Mobile,Free,no
31.0,20000.0,,,0.5,,Suburban,Desktop,Silver,no
70.0,62352.0,,,22.95,,Suburban,Mobile,Free,yes
26.0,107056.0,,,0.99,,Suburban,Mobile,Free,no
43.0,87375.0,,,2.64,,Suburban,Desktop,Free,yes
28.0,78637.0,,,0.5,,Urban,Desktop,Silver,no
22.0,20204.0,,,0.5,,Rural,Mobile,Gold,yes
18.0,119130.0,,,2.43,,Suburban,Desktop,Free,no
58.0,89210.0,,,26.11,,Urban,Desktop,Free,yes
23.0,116037.0,,,7.9,,Suburban,Tablet,Free,no
26.0,20000.0,,,3.78,,Urban,Desktop,Silver,no
66.0,92062.0,,,24.91,,Urban,Mobile,Free,yes
29.0,20000.0,,,5.78,,Rural,Tablet,Silver,yes
67.0,59922.0,,,16.03,,Urban,Desktop,Platinum,yes
36.0,20000.0,,,0.5,,Suburban,Desktop,Gold,no
35.0,65634.0,,,6.74,,Rural,Mobile,Free,no
47.0,41987.0,0.0,4.0,0.5,1.0,Rural,Mobile,Free,yes
42.0,47448.0,41.0,6.0,2.4,0.29,Suburban,Mobile,Silver,no
30.0,103994.0,49.85,9.0,4.08,0.79,Suburban,Desktop,Free,no
18.0,20000.0,0.0,6.0,0.5,0.42,Rural,Mobile,Gold,yes
18.0,20000.0,0.0,3.0,0.5,1.0,Suburban,Desktop,Free,yes
38.0,20000.0,42.55,4.0,0.5,0.0,Rural,Desktop,Free,no
18.0,27831.0,36.31,7.0,2.23,0.32,Suburban,Mobile,Free,yes
24.0,20000.0,21.84,5.0,0.5,0.1,Suburban,Desktop,Gold,no
18.0,83086.0,41.66,9.0,0.5,0.53,Suburban,Mobile,Free,no
53.0,112751.0,72.33,5.0,8.27,0.47,Urban,Mobile,Gold,yes
32.0,36396.0,70.39,11.0,1.34,0.0,Suburban,Desktop,Silver,no
24.0,81765.0,80.53,5.0,12.75,0.27,Suburban,Desktop,Silver,no
19.0,130694.0,25.69,6.0,10.35,1.0,Urban,Mobile,Free,no
44.0,71692.0,38.41,5.0,1.46,0.54,Suburban,Mobile,Free,no
70.0,48920.0,100.0,5.0,17.61,0.0,Suburban,Mobile,Platinum,yes
43.0,86548.0,100.0,0.0,32.76,0.0,Suburban,Mobile,Silver,yes
18.0,20000.0,16.2,4.0,3.41,0.51,Suburban,Mobile,Silver,no
49.0,147515.0,100.0,5.0,34.56,0.19,Suburban,Mobile,Free,yes
25.0,43678.0,17.02,5.0,0.5,0.73,Urban,Desktop,Free,yes
43.0,94863.0,21.65,6.0,6.85,1.0,Urban,Mobile,Gold,no
28.0,59066.0,22.23,2.0,0.5,0.57,Urban,Mobile,Free,yes
41.0,60647.0,45.32,7.0,0.5,0.1,Suburban,Mobile,Free,no
47.0,20000.0,72.05,8.0,0.5,0.0,Suburban,Desktop,Free,no
29.0,20000.0,41.01,2.0,0.5,0.0,Suburban,Mobile,Gold,no
25.0,45218.0,31.24,5.0,5.78,0.65,Suburban,Tablet,Gold,yes
20.0,104963.0,42.4,6.0,0.5,0.83,Rural,Mobile,Gold,no
36.0,20000.0,41.8,5.0,0.5,0.0,Rural,Mobile,Gold,no
18.0,20000.0,37.76,7.0,1.35,0.05,Suburban,Tablet,Free,no
18.0,102481.0,39.19,4.0,1.39,0.97,Urban,Desktop,Silver,no
39.0,131298.0,90.92,8.0,14.67,0.56,Urban,Desktop,Free,yes
31.0,82227.0,39.87,3.0,0.5,0.59,Urban,Mobile,Gold,no
18.0,20000.0,12.5,0.0,0.5,0.33,Urban,Mobile,Platinum,no
25.0,28433.0,63.9,7.0,3.45,0.0,Suburban,Mobile,Silver,no
21.0,37836.0,34.62,5.0,2.09,0.4,Urban,Tablet,Silver,yes
18.0,100808.0,43.0,5.0,1.63,0.9,Suburban,Mobile,Free,no
18.0,20000.0,0.0,3.0,0.5,1.0,Suburban,Desktop,Silver,yes
18.0,20000.0,0.0,4.0,0.5,0.72,Suburban,Desktop,Free,no
23.0,104368.0,44.87,7.0,3.29,0.89,Rural,Mobile,Gold,no
26.0,60313.0,81.4,7.0,7.0,0.0,Rural,Mobile,Silver,no
54.0,63306.0,65.6,6.0,5.6,0.01,Rural,Mobile,Free,yes
41.0,153338.0,99.04,4.0,17.48,0.71,Urban,Desktop,Free,yes
18.0,44737.0,57.31,6.0,7.5,0.21,Rural,Mobile,Free,no
32.0,20000.0,37.39,7.0,0.81,0.06,Suburban,Desktop,Free,no
55.0,90058.0,14.67,7.0,9.45,1.0,Urban,Mobile,Silver,no
46.0,130417.0,30.31,7.0,14.41,1.0,Urban,Mobile,Silver,no
49.0,104190.0,98.23,2.0,16.73,0.17,Rural,Mobile,Free,yes
34.0,20000.0,36.42,6.0,0.5,0.0,Rural,Tablet,Silver,no
18.0,20000.0,11.41,9.0,0.99,0.37,Urban,Mobile,Silver,no
70.0,62632.0,100.0,3.0,25.38,0.0,Rural,Desktop,Free,yes
25.0,104287.0,25.37,2.0,4.46,1.0,Rural,Tablet,Silver,no
52.0,145264.0,77.14,10.0,10.32,0.77,Suburban,Mobile,Silver,yes
22.0,20000.0,0.0,5.0,5.15,0.99,Urban,Desktop,Platinum,yes
18.0,20000.0,2.67,4.0,0.5,0.24,Urban,Desktop,Gold,no
18.0,121108.0,19.29,5.0,8.27,1.0,Urban,Tablet,Gold,no
18.0,20000.0,44.4,10.0,3.13,0.04,Rural,Mobile,Free,no
67.0,91563.0,37.65,2.0,0.5,0.48,Urban,Mobile,Free,yes
25.0,93607.0,38.76,6.0,0.5,0.8,Urban,Desktop,Free,no
28.0,180179.0,100.0,6.0,28.05,0.79,Suburban,Mobile,Free,yes
19.0,76617.0,90.65,9.0,9.61,0.0,Rural,Desktop,Free,no
70.0,93271.0,100.0,4.0,49.51,0.0,Suburban,Desktop,Gold,yes
18.0,24086.0,55.43,7.0,4.78,0.01,Urban,Desktop,Free,no
35.0,20000.0,25.0,5.0,0.5,0.15,Rural,Desktop,Silver,yes
56.0,99749.0,41.84,5.0,8.12,0.93,Suburban,Desktop,Platinum,no
24.0,117697.0,37.9,3.0,7.11,1.0,Urban,Tablet,Platinum,no
32.0,20000.0,55.58,6.0,0.5,0.0,Suburban,Mobile,Free,no
18.0,97760.0,33.09,2.0,0.5,0.96,Rural,Tablet,Silver,no
22.0,41563.0,71.65,9.0,3.59,0.0,Suburban,Desktop,Free,no
35.0,20000.0,40.51,6.0,0.5,0.0,Suburban,Mobile,Gold,no
39.0,90020.0,42.97,6.0,1.92,0.67,Urban,Tablet,Free,no
33.0,102466.0,32.46,5.0,7.13,1.0,Suburban,Mobile,Silver,no
22.0,46302.0,75.71,10.0,5.69,0.0,Urban,Mobile,Silver,no
70.0,44386.0,100.0,7.0,17.26,0.0,Rural,Desktop,Free,yes
53.0,46371.0,89.42,4.0,0.5,0.0,Urban,Mobile,Silver,no
20.0,20000.0,0.0,6.0,0.5,0.78,Rural,Tablet,Silver,yes
18.0,49847.0,97.99,5.0,5.2,0.0,Rural,Mobile,Free,no
32.0,88071.0,28.97,9.0,4.95,1.0,Suburban,Mobile,Gold,no
50.0,97938.0,100.0,4.0,16.81,0.07,Suburban,Mobile,Silver,yes
41.0,20000.0,57.13,5.0,0.5,0.0,Rural,Desktop,Free,no
36.0,128194.0,35.51,5.0,9.75,1.0,Rural,Desktop,Silver,no
58.0,132955.0,100.0,4.0,26.01,0.21,Suburban,Desktop,Free,yes
33.0,114415.0,32.35,4.0,6.23,1.0,Urban,Mobile,Gold,no
38.0,95399.0,32.88,8.0,3.56,0.99,Suburban,Mobile,Free,no
18.0,62124.0,27.3,5.0,0.5,0.61,Urban,Mobile,Free,no
41.0,83700.0,100.0,4.0,8.95,0.0,Urban,Desktop,Silver,no
18.0,20000.0,4.31,8.0,0.5,0.0,Urban,Mobile,Gold,yes
45.0,114889.0,58.27,5.0,3.39,0.64,Suburban,Desktop,Silver,yes
27.0,74553.0,31.15,6.0,0.5,0.67,Rural,Mobile,Silver,no
19.0,80656.0,84.4,6.0,12.94,0.21,Suburban,Desktop,Free,no
52.0,105997.0,100.0,3.0,19.79,0.1,Rural,Mobile,Free,yes
38.0,67683.0,31.62,2.0,1.13,0.65,Urban,Mobile,Free,no
18.0,77901.0,25.15,4.0,0.5,0.83,Urban,Mobile,Silver,no
20.0,20000.0,0.0,5.0,0.5,0.05,Suburban,Mobile,Silver,no
19.0,74678.0,33.18,5.0,0.5,0.69,Urban,Mobile,Silver,no
37.0,131968.0,96.47,4.0,16.46,0.53,Urban,Mobile,Platinum,yes
20.0,120466.0,31.38,6.0,7.7,1.0,Suburban,Mobile,Silver,no
68.0,76782.0,100.0,2.0,19.63,0.0,Urban,Mobile,Silver,yes
37.0,37821.0,9.12,2.0,1.6,0.82,Suburban,Mobile,Free,yes
18.0,132617.0,37.71,4.0,9.07,1.0,Suburban,Desktop,Silver,no
18.0,20000.0,0.0,5.0,0.5,0.41,Suburban,Mobile,Free,no
33.0,56990.0,31.91,6.0,0.5,0.51,Rural,Mobile,Gold,no
26.0,28844.0,21.93,4.0,4.86,0.63,Rural,Tablet,Silver,no
47.0,143873.0,100.0,4.0,25.3,0.35,Suburban,Desktop,Free,yes
35.0,73651.0,28.93,3.0,5.26,0.92,Suburban,Tablet,Silver,yes
18.0,112640.0,32.3,3.0,4.02,1.0,Suburban,Mobile,Free,no
18.0,20000.0,0.0,8.0,0.5,0.5,Urban,Desktop,Silver,no
31.0,58856.0,32.32,7.0,4.06,0.68,Suburban,Mobile,Gold,yes
43.0,103414.0,85.82,6.0,12.88,0.31,Urban,Mobile,Free,yes
18.0,76443.0,30.83,6.0,0.5,0.82,Urban,Tablet,Gold,no
27.0,90844.0,23.18,4.0,0.5,1.0,Urban,Mobile,Platinum,no
18.0,20000.0,3.12,5.0,1.75,0.63,Suburban,Mobile,Free,no
20.0,102966.0,40.75,6.0,2.4,0.94,Suburban,Desktop,Silver,no
18.0,20000.0,34.79,6.0,2.44,0.14,Urban,Mobile,Silver,no
43.0,20000.0,9.16,6.0,0.5,0.0,Suburban,Mobile,Free,no
18.0,20000.0,23.22,4.0,0.5,0.0,Suburban,Mobile,Silver,no
54.0,91882.0,93.21,7.0,14.63,0.05,Rural,Mobile,Platinum,yes
26.0,24522.0,29.45,4.0,4.24,0.42,Suburban,Mobile,Silver,no
27.0,20000.0,15.85,9.0,2.88,0.59,Urban,Mobile,Gold,no
22.0,74860.0,60.83,8.0,11.49,0.56,Urban,Mobile,Gold,no
28.0,30466.0,39.88,6.0,5.06,0.29,Suburban,Desktop,Gold,no
18.0,127873.0,55.49,6.0,5.99,1.0,Suburban,Mobile,Silver,no
18.0,166968.0,55.78,3.0,11.37,1.0,Rural,Mobile,Free,no
50.0,105699.0,76.8,3.0,9.52,0.36,Urban,Tablet,Platinum,yes
18.0,100634.0,39.97,5.0,0.5,0.93,Suburban,Desktop,Silver,no
18.0,20000.0,40.3,9.0,1.59,0.0,Urban,Tablet,Platinum,no
35.0,80174.0,53.73,1.0,0.5,0.29,Suburban,Mobile,Free,no
25.0,20000.0,57.92,6.0,0.5,0.0,Rural,Mobile,Free,no
64.0,83281.0,62.52,5.0,4.77,0.2,Urban,Mobile,Silver,yes
24.0,100485.0,43.37,5.0,2.41,0.85,Rural,Desktop,Free,no
25.0,20000.0,29.36,6.0,0.5,0.0,Urban,Tablet,Silver,no
23.0,36254.0,14.07,3.0,8.12,0.99,Rural,Desktop,Silver,no
18.0,22619.0,46.59,5.0,6.19,0.23,Rural,Mobile,Silver,no
18.0,81617.0,28.06,3.0,0.5,0.78,Urban,Mobile,Free,no
59.0,123313.0,100.0,3.0,19.38,0.26,Urban,Mobile,Silver,yes
18.0,117217.0,38.28,5.0,3.73,1.0,Urban,Desktop,Silver,no
50.0,115264.0,32.75,6.0,12.01,1.0,Urban,Desktop,Free,no
18.0,102004.0,50.47,5.0,1.07,0.75,Rural,Mobile,Gold,no
31.0,20000.0,35.52,7.0,0.5,0.0,Urban,Mobile,Silver,no
56.0,99619.0,100.0,7.0,20.55,0.01,Urban,Mobile,Free,yes
18.0,97303.0,23.15,5.0,0.5,1.0,Urban,Mobile,Gold,no
25.0,20000.0,75.05,5.0,0.53,0.0,Urban,Desktop,Free,no
18.0,108007.0,33.69,3.0,0.63,1.0,Urban,Mobile,Silver,no
54.0,79642.0,76.76,6.0,9.29,0.08,Suburban,Mobile,Free,yes
18.0,20000.0,28.67,3.0,5.47,0.45,Urban,Mobile,Gold,no
41.0,47517.0,0.0,3.0,0.5,1.0,Rural,Tablet,Silver,yes
21.0,132444.0,33.48,8.0,9.86,1.0,Urban,Mobile,Silver,no
18.0,20000.0,23.06,8.0,3.57,0.47,Suburban,Tablet,Free,no
31.0,59870.0,70.35,8.0,7.13,0.03,Urban,Desktop,Gold,no
40.0,108238.0,18.98,6.0,7.88,1.0,Suburban,Desktop,Silver,no
18.0,119547.0,41.1,5.0,2.17,1.0,Rural,Desktop,Free,no
30.0,91708.0,50.1,3.0,0.57,0.54,Suburban,Mobile,Free,no
55.0,126860.0,100.0,6.0,18.76,0.34,Suburban,Desktop,Free,yes
18.0,20000.0,0.0,4.0,2.9,1.0,Suburban,Desktop,Silver,no
46.0,58770.0,96.13,2.0,2.33,0.0,Urban,Tablet,Free,no
18.0,156185.0,27.88,9.0,10.15,1.0,Urban,Mobile,Free,no
37.0,124744.0,88.52,3.0,13.8,0.52,Urban,Desktop,Free,yes
30.0,109813.0,39.73,8.0,3.56,1.0,Suburban,Mobile,Silver,no
42.0,106262.0,13.7,7.0,9.73,1.0,Suburban,Mobile,Silver,no
36.0,24512.0,0.0,4.0,6.73,1.0,Urban,Tablet,Free,yes
57.0,122853.0,100.0,2.0,21.0,0.23,Suburban,Mobile,Gold,yes
33.0,20000.0,0.0,7.0,13.99,1.0,Urban,Mobile,Free,yes
25.0,76435.0,37.06,6.0,0.5,0.58,Rural,Mobile,Free,no
18.0,20000.0,75.59,6.0,0.65,0.0,Rural,Mobile,Free,no
36.0,36917.0,24.71,5.0,0.5,0.33,Suburban,Tablet,Gold,no
18.0,20000.0,5.63,6.0,2.16,0.7,Rural,Desktop,Gold,no
32.0,110147.0,27.56,5.0,5.45,1.0,Urban,Desktop,Free,no
27.0,105212.0,28.63,2.0,3.63,1.0,Urban,Mobile,Free,no
63.0,76605.0,69.87,3.0,6.98,0.06,Suburban,Desktop,Silver,yes
18.0,25808.0,61.79,6.0,3.34,0.0,Urban,Tablet,Free,no
46.0,64110.0,7.51,5.0,0.5,0.98,Suburban,Desktop,Free,yes
19.0,100504.0,36.53,7.0,1.23,0.97,Suburban,Desktop,Gold,no
58.0,61528.0,0.0,3.0,16.48,1.0,Suburban,Mobile,Free,yes
18.0,47259.0,56.11,4.0,8.34,0.29,Rural,Mobile,Silver,no
28.0,109430.0,100.0,6.0,22.22,0.17,Suburban,Mobile,Free,yes
56.0,120354.0,100.0,7.0,19.75,0.23,Urban,Desktop,Free,yes
28.0,20000.0,58.96,0.0,0.5,0.0,Urban,Mobile,Gold,no
24.0,21589.0,83.26,3.0,0.5,0.0,Urban,Tablet,Free,no
31.0,33385.0,45.95,4.0,1.94,0.08,Rural,Mobile,Silver,no
20.0,104140.0,49.65,5.0,0.5,0.62,Suburban,Mobile,Gold,no
24.0,41531.0,61.62,4.0,6.33,0.03,Rural,Mobile,Silver,no
40.0,116840.0,92.34,5.0,14.94,0.39,Urban,Mobile,Free,yes
31.0,102318.0,23.78,3.0,6.34,1.0,Suburban,Mobile,Free,no
18.0,128692.0,24.69,9.0,5.11,1.0,Urban,Desktop,Free,no
26.0,27878.0,41.28,4.0,5.85,0.27,Urban,Tablet,Free,no
18.0,20000.0,0.0,3.0,0.5,1.0,Suburban,Mobile,Free,yes
18.0,113496.0,36.21,7.0,2.95,1.0,Suburban,Desktop,Free,no
39.0,78405.0,93.76,5.0,7.84,0.0,Urban,Tablet,Free,no
55.0,100223.0,100.0,11.0,23.86,0.0,Urban,Mobile,Free,yes
38.0,153003.0,96.47,3.0,16.51,0.74,Urban,Mobile,Silver,yes
48.0,146400.0,90.17,4.0,14.62,0.69,Urban,Mobile,Silver,yes
27.0,90897.0,38.82,2.0,0.5,0.77,Suburban,Desktop,Silver,no
24.0,50482.0,65.26,6.0,6.33,0.04,Suburban,Mobile,Free,no
38.0,20000.0,0.0,4.0,10.33,1.0,Urban,Desktop,Free,yes
32.0,126814.0,40.43,8.0,7.25,1.0,Suburban,Mobile,Platinum,no
32.0,20000.0,54.57,6.0,0.5,0.0,Suburban,Tablet,Free,no
34.0,109204.0,29.9,6.0,8.18,1.0,Urban,Mobile,Free,no
52.0,65651.0,29.37,6.0,2.18,0.65,Urban,Desktop,Platinum,no
43.0,72665.0,36.53,4.0,0.5,0.54,Suburban,Desktop,Free,no
70.0,62519.0,100.0,5.0,38.81,0.0,Suburban,Mobile,Silver,yes
55.0,100277.0,79.05,8.0,10.63,0.28,Suburban,Tablet,Gold,yes
42.0,87787.0,71.97,8.0,7.84,0.26,Suburban,Mobile,Free,yes
33.0,37779.0,77.25,4.0,1.33,0.0,Suburban,Mobile,Free,no
25.0,20000.0,57.34,5.0,0.5,0.0,Suburban,Mobile,Free,no
26.0,91396.0,32.31,7.0,1.17,0.93,Urban,Desktop,Free,no
27.0,78495.0,34.18,5.0,0.62,0.74,Urban,Desktop,Silver,no
38.0,79134.0,52.07,7.0,1.82,0.38,Urban,Desktop,Free,no
26.0,141968.0,42.56,8.0,11.56,1.0,Suburban,Mobile,Gold,no
29.0,20000.0,0.0,5.0,9.43,1.0,Rural,Mobile,Free,yes
26.0,37125.0,48.89,-0.0,4.87,0.18,Suburban,Desktop,Platinum,no
35.0,20000.0,36.21,7.0,0.5,0.0,Suburban,Tablet,Free,no
46.0,92307.0,26.5,8.0,5.47,1.0,Rural,Desktop,Free,no
42.0,31202.0,0.0,5.0,3.68,1.0,Suburban,Desktop,Free,yes
18.0,87330.0,29.4,9.0,0.5,0.91,Urban,Mobile,Free,no
21.0,77858.0,20.69,5.0,0.9,1.0,Urban,Mobile,Gold,no
51.0,83785.0,51.24,3.0,0.73,0.35,Urban,Mobile,Silver,yes
40.0,129550.0,61.72,4.0,4.67,0.78,Rural,Mobile,Free,yes
68.0,107183.0,100.0,7.0,32.3,0.0,Urban,Mobile,Free,yes
22.0,20000.0,0.0,2.0,1.24,1.0,Suburban,Mobile,Gold,yes
18.0,42909.0,38.59,8.0,8.53,0.61,Urban,Desktop,Free,no
41.0,65652.0,62.03,5.0,7.7,0.23,Urban,Desktop,Gold,no
22.0,20000.0,10.7,6.0,0.5,0.18,Urban,Mobile,Gold,no
52.0,88731.0,100.0,5.0,24.0,0.0,Rural,Mobile,Free,yes
30.0,83579.0,51.84,9.0,0.56,0.42,Urban,Mobile,Free,no
32.0,121431.0,40.61,8.0,5.91,1.0,Rural,Mobile,Free,no
25.0,20000.0,16.48,6.0,2.69,0.5,Suburban,Desktop,Free,no
22.0,20000.0,15.51,6.0,2.84,0.54,Suburban,Mobile,Silver,no
29.0,92274.0,56.26,5.0,2.38,0.49,Suburban,Mobile,Free,no
